source,device,session_date,total_sessions,sessions_with_visit,sessions_with_product_view,sessions_with_add_to_cart,sessions_with_checkout,sessions_with_purchase,visit_to_product_view_rate,product_view_to_cart_rate,cart_to_checkout_rate,checkout_to_purchase_rate,visit_to_purchase_rate
organic,tablet,2024-05-12,25,25.0,19.0,5.0,3.0,2.0,0.76,0.2632,0.6,0.6667,0.08
paid,desktop,2024-05-12,58,58.0,45.0,7.0,3.0,3.0,0.7759,0.1556,0.4286,1.0,0.0517
paid,mobile,2024-05-12,102,102.0,74.0,27.0,12.0,11.0,0.7255,0.3649,0.4444,0.9167,0.1078
paid,tablet,2024-05-12,10,10.0,5.0,2.0,1.0,1.0,0.5,0.4,0.5,1.0,0.1
referral,desktop,2024-05-12,17,17.0,12.0,4.0,2.0,2.0,0.7059,0.3333,0.5,1.0,0.1176
referral,mobile,2024-05-12,27,27.0,21.0,6.0,1.0,1.0,0.7778,0.2857,0.1667,1.0,0.037
referral,tablet,2024-05-12,5,5.0,4.0,2.0,2.0,2.0,0.8,0.5,1.0,1.0,0.4
email,desktop,2024-05-11,19,19.0,15.0,7.0,6.0,5.0,0.7895,0.4667,0.8571,0.8333,0.2632
email,mobile,2024-05-11,37,37.0,33.0,14.0,7.0,6.0,0.8919,0.4242,0.5,0.8571,0.1622
email,tablet,2024-05-11,3,3.0,3.0,1.0,1.0,1.0,1.0,0.3333,1.0,1.0,0.3333
organic,desktop,2024-05-11,51,51.0,41.0,11.0,2.0,2.0,0.8039,0.2683,0.1818,1.0,0.0392
organic,mobile,2024-05-11,123,123.0,97.0,26.0,14.0,11.0,0.7886,0.268,0.5385,0.7857,0.0894
organic,tablet,2024-05-11,10,10.0,9.0,1.0,1.0,1.0,0.9,0.1111,1.0,1.0,0.1
paid,desktop,2024-05-11,39,39.0,28.0,9.0,3.0,2.0,0.7179,0.3214,0.3333,0.6667,0.0513
paid,mobile,2024-05-11,108,108.0,86.0,25.0,9.0,9.0,0.7963,0.2907,0.36,1.0,0.0833
paid,tablet,2024-05-11,7,7.0,6.0,1.0,0.0,0.0,0.8571,0.1667,0.0,,0.0
referral,desktop,2024-05-11,11,11.0,9.0,1.0,0.0,0.0,0.8182,0.1111,0.0,,0.0
referral,mobile,2024-05-11,28,28.0,23.0,7.0,5.0,3.0,0.8214,0.3043,0.7143,0.6,0.1071
referral,tablet,2024-05-11,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0
email,desktop,2024-05-10,11,11.0,7.0,2.0,0.0,0.0,0.6364,0.2857,0.0,,0.0
email,mobile,2024-05-10,42,42.0,35.0,16.0,6.0,5.0,0.8333,0.4571,0.375,0.8333,0.119
email,tablet,2024-05-10,2,2.0,1.0,0.0,0.0,0.0,0.5,0.0,,,0.0
organic,desktop,2024-05-10,63,63.0,52.0,19.0,10.0,9.0,0.8254,0.3654,0.5263,0.9,0.1429
organic,mobile,2024-05-10,133,133.0,111.0,35.0,18.0,18.0,0.8346,0.3153,0.5143,1.0,0.1353
organic,tablet,2024-05-10,11,11.0,9.0,3.0,1.0,0.0,0.8182,0.3333,0.3333,0.0,0.0
paid,desktop,2024-05-10,43,43.0,33.0,12.0,5.0,5.0,0.7674,0.3636,0.4167,1.0,0.1163
paid,mobile,2024-05-10,105,105.0,76.0,24.0,11.0,11.0,0.7238,0.3158,0.4583,1.0,0.1048
paid,tablet,2024-05-10,12,12.0,9.0,4.0,2.0,1.0,0.75,0.4444,0.5,0.5,0.0833
referral,desktop,2024-05-10,13,13.0,10.0,1.0,1.0,1.0,0.7692,0.1,1.0,1.0,0.0769
referral,mobile,2024-05-10,22,22.0,21.0,7.0,4.0,3.0,0.9545,0.3333,0.5714,0.75,0.1364
referral,tablet,2024-05-10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
email,desktop,2024-05-09,10,10.0,7.0,2.0,1.0,1.0,0.7,0.2857,0.5,1.0,0.1
email,mobile,2024-05-09,36,36.0,30.0,9.0,4.0,3.0,0.8333,0.3,0.4444,0.75,0.0833
email,tablet,2024-05-09,3,3.0,3.0,1.0,1.0,1.0,1.0,0.3333,1.0,1.0,0.3333
organic,desktop,2024-05-09,67,67.0,55.0,22.0,12.0,10.0,0.8209,0.4,0.5455,0.8333,0.1493
organic,mobile,2024-05-09,139,139.0,117.0,33.0,18.0,18.0,0.8417,0.2821,0.5455,1.0,0.1295
organic,tablet,2024-05-09,10,10.0,8.0,2.0,0.0,0.0,0.8,0.25,0.0,,0.0
paid,desktop,2024-05-09,54,54.0,42.0,12.0,8.0,8.0,0.7778,0.2857,0.6667,1.0,0.1481
paid,mobile,2024-05-09,107,107.0,86.0,25.0,13.0,12.0,0.8037,0.2907,0.52,0.9231,0.1121
paid,tablet,2024-05-09,15,15.0,10.0,1.0,1.0,1.0,0.6667,0.1,1.0,1.0,0.0667
referral,desktop,2024-05-09,16,16.0,11.0,0.0,0.0,0.0,0.6875,0.0,,,0.0
referral,mobile,2024-05-09,16,16.0,14.0,0.0,0.0,0.0,0.875,0.0,,,0.0
referral,tablet,2024-05-09,4,4.0,2.0,0.0,0.0,0.0,0.5,0.0,,,0.0
email,desktop,2024-05-08,16,16.0,12.0,8.0,3.0,2.0,0.75,0.6667,0.375,0.6667,0.125
email,mobile,2024-05-08,33,33.0,20.0,5.0,1.0,1.0,0.6061,0.25,0.2,1.0,0.0303
email,tablet,2024-05-08,3,3.0,2.0,0.0,0.0,0.0,0.6667,0.0,,,0.0
organic,desktop,2024-05-08,52,52.0,45.0,8.0,4.0,4.0,0.8654,0.1778,0.5,1.0,0.0769
organic,mobile,2024-05-08,127,127.0,100.0,31.0,12.0,9.0,0.7874,0.31,0.3871,0.75,0.0709
organic,tablet,2024-05-08,13,13.0,7.0,3.0,1.0,1.0,0.5385,0.4286,0.3333,1.0,0.0769
paid,desktop,2024-05-08,53,53.0,47.0,15.0,5.0,2.0,0.8868,0.3191,0.3333,0.4,0.0377
paid,mobile,2024-05-08,115,115.0,90.0,29.0,17.0,13.0,0.7826,0.3222,0.5862,0.7647,0.113
paid,tablet,2024-05-08,12,12.0,7.0,1.0,0.0,0.0,0.5833,0.1429,0.0,,0.0
referral,desktop,2024-05-08,10,10.0,10.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,0.1
referral,mobile,2024-05-08,22,22.0,18.0,5.0,2.0,2.0,0.8182,0.2778,0.4,1.0,0.0909
email,desktop,2024-05-07,16,16.0,12.0,5.0,3.0,3.0,0.75,0.4167,0.6,1.0,0.1875
email,mobile,2024-05-07,31,31.0,21.0,5.0,2.0,2.0,0.6774,0.2381,0.4,1.0,0.0645
email,tablet,2024-05-07,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,0.0
organic,desktop,2024-05-07,67,67.0,52.0,16.0,8.0,5.0,0.7761,0.3077,0.5,0.625,0.0746
organic,mobile,2024-05-07,140,140.0,113.0,42.0,24.0,20.0,0.8071,0.3717,0.5714,0.8333,0.1429
organic,tablet,2024-05-07,14,14.0,13.0,2.0,1.0,1.0,0.9286,0.1538,0.5,1.0,0.0714
paid,desktop,2024-05-07,54,54.0,42.0,14.0,8.0,7.0,0.7778,0.3333,0.5714,0.875,0.1296
paid,mobile,2024-05-07,128,128.0,104.0,35.0,18.0,14.0,0.8125,0.3365,0.5143,0.7778,0.1094
paid,tablet,2024-05-07,11,11.0,9.0,5.0,3.0,3.0,0.8182,0.5556,0.6,1.0,0.2727
referral,desktop,2024-05-07,16,16.0,13.0,5.0,3.0,3.0,0.8125,0.3846,0.6,1.0,0.1875
referral,mobile,2024-05-07,37,37.0,29.0,5.0,3.0,3.0,0.7838,0.1724,0.6,1.0,0.0811
referral,tablet,2024-05-07,3,3.0,2.0,0.0,0.0,0.0,0.6667,0.0,,,0.0
email,desktop,2024-05-06,18,18.0,14.0,4.0,2.0,2.0,0.7778,0.2857,0.5,1.0,0.1111
email,mobile,2024-05-06,31,31.0,27.0,7.0,4.0,4.0,0.871,0.2593,0.5714,1.0,0.129
email,tablet,2024-05-06,4,4.0,3.0,1.0,0.0,0.0,0.75,0.3333,0.0,,0.0
organic,desktop,2024-05-06,51,51.0,43.0,11.0,2.0,2.0,0.8431,0.2558,0.1818,1.0,0.0392
organic,mobile,2024-05-06,130,130.0,110.0,30.0,15.0,13.0,0.8462,0.2727,0.5,0.8667,0.1
organic,tablet,2024-05-06,13,13.0,10.0,2.0,1.0,1.0,0.7692,0.2,0.5,1.0,0.0769
paid,desktop,2024-05-06,48,48.0,37.0,9.0,3.0,3.0,0.7708,0.2432,0.3333,1.0,0.0625
paid,mobile,2024-05-06,116,116.0,91.0,26.0,8.0,8.0,0.7845,0.2857,0.3077,1.0,0.069
paid,tablet,2024-05-06,7,7.0,5.0,1.0,0.0,0.0,0.7143,0.2,0.0,,0.0
referral,desktop,2024-05-06,7,7.0,6.0,1.0,0.0,0.0,0.8571,0.1667,0.0,,0.0
referral,mobile,2024-05-06,24,24.0,20.0,7.0,3.0,3.0,0.8333,0.35,0.4286,1.0,0.125
email,desktop,2024-05-05,11,11.0,8.0,4.0,1.0,1.0,0.7273,0.5,0.25,1.0,0.0909
email,mobile,2024-05-05,31,31.0,25.0,9.0,5.0,4.0,0.8065,0.36,0.5556,0.8,0.129
email,tablet,2024-05-05,1,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
organic,desktop,2024-05-05,59,59.0,46.0,8.0,4.0,4.0,0.7797,0.1739,0.5,1.0,0.0678
organic,mobile,2024-05-05,129,129.0,102.0,28.0,13.0,11.0,0.7907,0.2745,0.4643,0.8462,0.0853
organic,tablet,2024-05-05,16,16.0,15.0,7.0,6.0,6.0,0.9375,0.4667,0.8571,1.0,0.375
paid,desktop,2024-05-05,54,54.0,43.0,16.0,9.0,9.0,0.7963,0.3721,0.5625,1.0,0.1667
paid,mobile,2024-05-05,119,119.0,97.0,35.0,19.0,18.0,0.8151,0.3608,0.5429,0.9474,0.1513
paid,tablet,2024-05-05,8,8.0,5.0,1.0,0.0,0.0,0.625,0.2,0.0,,0.0
referral,desktop,2024-05-05,4,4.0,3.0,2.0,2.0,2.0,0.75,0.6667,1.0,1.0,0.5
referral,mobile,2024-05-05,28,28.0,22.0,5.0,2.0,1.0,0.7857,0.2273,0.4,0.5,0.0357
referral,tablet,2024-05-05,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0
email,desktop,2024-05-04,13,13.0,10.0,4.0,1.0,1.0,0.7692,0.4,0.25,1.0,0.0769
email,mobile,2024-05-04,44,44.0,33.0,9.0,3.0,3.0,0.75,0.2727,0.3333,1.0,0.0682
email,tablet,2024-05-04,2,2.0,1.0,1.0,0.0,0.0,0.5,1.0,0.0,,0.0
organic,desktop,2024-05-04,56,56.0,49.0,13.0,5.0,5.0,0.875,0.2653,0.3846,1.0,0.0893
organic,mobile,2024-05-04,146,146.0,113.0,33.0,19.0,17.0,0.774,0.292,0.5758,0.8947,0.1164
organic,tablet,2024-05-04,14,14.0,11.0,3.0,0.0,0.0,0.7857,0.2727,0.0,,0.0
paid,desktop,2024-05-04,50,50.0,35.0,10.0,4.0,3.0,0.7,0.2857,0.4,0.75,0.06
paid,mobile,2024-05-04,127,127.0,113.0,30.0,15.0,15.0,0.8898,0.2655,0.5,1.0,0.1181
paid,tablet,2024-05-04,12,12.0,10.0,2.0,0.0,0.0,0.8333,0.2,0.0,,0.0
referral,desktop,2024-05-04,10,10.0,7.0,3.0,0.0,0.0,0.7,0.4286,0.0,,0.0
referral,mobile,2024-05-04,23,23.0,20.0,2.0,2.0,2.0,0.8696,0.1,1.0,1.0,0.087
referral,tablet,2024-05-04,1,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
email,desktop,2024-05-03,23,23.0,20.0,8.0,3.0,3.0,0.8696,0.4,0.375,1.0,0.1304
email,mobile,2024-05-03,40,40.0,30.0,10.0,5.0,5.0,0.75,0.3333,0.5,1.0,0.125
email,tablet,2024-05-03,2,2.0,1.0,0.0,0.0,0.0,0.5,0.0,,,0.0
organic,desktop,2024-05-03,57,57.0,42.0,13.0,4.0,4.0,0.7368,0.3095,0.3077,1.0,0.0702
organic,mobile,2024-05-03,114,114.0,97.0,26.0,14.0,11.0,0.8509,0.268,0.5385,0.7857,0.0965
organic,tablet,2024-05-03,11,11.0,9.0,2.0,0.0,0.0,0.8182,0.2222,0.0,,0.0
paid,desktop,2024-05-03,47,47.0,39.0,13.0,7.0,6.0,0.8298,0.3333,0.5385,0.8571,0.1277
paid,mobile,2024-05-03,113,113.0,91.0,32.0,17.0,15.0,0.8053,0.3516,0.5313,0.8824,0.1327
paid,tablet,2024-05-03,7,7.0,6.0,1.0,1.0,1.0,0.8571,0.1667,1.0,1.0,0.1429
referral,desktop,2024-05-03,7,7.0,7.0,1.0,1.0,1.0,1.0,0.1429,1.0,1.0,0.1429
referral,mobile,2024-05-03,25,25.0,20.0,8.0,5.0,4.0,0.8,0.4,0.625,0.8,0.16
referral,tablet,2024-05-03,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0
email,desktop,2024-05-02,17,17.0,11.0,3.0,1.0,0.0,0.6471,0.2727,0.3333,0.0,0.0
email,mobile,2024-05-02,42,42.0,31.0,13.0,9.0,8.0,0.7381,0.4194,0.6923,0.8889,0.1905
email,tablet,2024-05-02,5,5.0,3.0,2.0,1.0,1.0,0.6,0.6667,0.5,1.0,0.2
organic,desktop,2024-05-02,54,54.0,45.0,14.0,5.0,5.0,0.8333,0.3111,0.3571,1.0,0.0926
organic,mobile,2024-05-02,116,116.0,91.0,25.0,7.0,6.0,0.7845,0.2747,0.28,0.8571,0.0517
organic,tablet,2024-05-02,11,11.0,10.0,2.0,0.0,0.0,0.9091,0.2,0.0,,0.0
paid,desktop,2024-05-02,70,70.0,56.0,15.0,7.0,6.0,0.8,0.2679,0.4667,0.8571,0.0857
paid,mobile,2024-05-02,101,101.0,72.0,30.0,13.0,10.0,0.7129,0.4167,0.4333,0.7692,0.099
paid,tablet,2024-05-02,6,6.0,6.0,2.0,0.0,0.0,1.0,0.3333,0.0,,0.0
referral,desktop,2024-05-02,10,10.0,8.0,4.0,3.0,3.0,0.8,0.5,0.75,1.0,0.3
referral,mobile,2024-05-02,26,26.0,20.0,7.0,2.0,2.0,0.7692,0.35,0.2857,1.0,0.0769
referral,tablet,2024-05-02,3,3.0,2.0,1.0,0.0,0.0,0.6667,0.5,0.0,,0.0
email,desktop,2024-05-01,20,20.0,18.0,4.0,1.0,1.0,0.9,0.2222,0.25,1.0,0.05
email,mobile,2024-05-01,32,32.0,27.0,11.0,8.0,7.0,0.8438,0.4074,0.7273,0.875,0.2188
email,tablet,2024-05-01,2,2.0,1.0,0.0,0.0,0.0,0.5,0.0,,,0.0
organic,desktop,2024-05-01,49,49.0,40.0,11.0,6.0,5.0,0.8163,0.275,0.5455,0.8333,0.102
organic,mobile,2024-05-01,134,134.0,107.0,36.0,22.0,21.0,0.7985,0.3364,0.6111,0.9545,0.1567
organic,tablet,2024-05-01,9,9.0,7.0,3.0,1.0,1.0,0.7778,0.4286,0.3333,1.0,0.1111
paid,desktop,2024-05-01,48,48.0,43.0,12.0,6.0,3.0,0.8958,0.2791,0.5,0.5,0.0625
paid,mobile,2024-05-01,111,111.0,88.0,27.0,17.0,16.0,0.7928,0.3068,0.6296,0.9412,0.1441
paid,tablet,2024-05-01,8,8.0,5.0,2.0,0.0,0.0,0.625,0.4,0.0,,0.0
referral,desktop,2024-05-01,11,11.0,8.0,2.0,1.0,1.0,0.7273,0.25,0.5,1.0,0.0909
referral,mobile,2024-05-01,29,29.0,22.0,6.0,4.0,4.0,0.7586,0.2727,0.6667,1.0,0.1379
referral,tablet,2024-05-01,3,3.0,2.0,1.0,0.0,0.0,0.6667,0.5,0.0,,0.0
email,desktop,2024-04-30,17,17.0,11.0,5.0,2.0,1.0,0.6471,0.4545,0.4,0.5,0.0588
email,mobile,2024-04-30,41,41.0,32.0,9.0,2.0,2.0,0.7805,0.2813,0.2222,1.0,0.0488
email,tablet,2024-04-30,3,3.0,2.0,0.0,0.0,0.0,0.6667,0.0,,,0.0
organic,desktop,2024-04-30,63,63.0,51.0,13.0,7.0,7.0,0.8095,0.2549,0.5385,1.0,0.1111
organic,mobile,2024-04-30,165,165.0,135.0,39.0,14.0,13.0,0.8182,0.2889,0.359,0.9286,0.0788
organic,tablet,2024-04-30,15,15.0,12.0,6.0,5.0,5.0,0.8,0.5,0.8333,1.0,0.3333
paid,desktop,2024-04-30,48,48.0,41.0,12.0,7.0,7.0,0.8542,0.2927,0.5833,1.0,0.1458
paid,mobile,2024-04-30,106,106.0,82.0,18.0,7.0,5.0,0.7736,0.2195,0.3889,0.7143,0.0472
paid,tablet,2024-04-30,13,13.0,8.0,0.0,0.0,0.0,0.6154,0.0,,,0.0
referral,desktop,2024-04-30,14,14.0,10.0,4.0,0.0,0.0,0.7143,0.4,0.0,,0.0
referral,mobile,2024-04-30,25,25.0,22.0,7.0,2.0,2.0,0.88,0.3182,0.2857,1.0,0.08
referral,tablet,2024-04-30,5,5.0,5.0,2.0,0.0,0.0,1.0,0.4,0.0,,0.0
email,desktop,2024-04-29,25,25.0,21.0,7.0,7.0,7.0,0.84,0.3333,1.0,1.0,0.28
email,mobile,2024-04-29,38,38.0,33.0,11.0,7.0,7.0,0.8684,0.3333,0.6364,1.0,0.1842
email,tablet,2024-04-29,6,6.0,4.0,2.0,1.0,1.0,0.6667,0.5,0.5,1.0,0.1667
organic,desktop,2024-04-29,53,53.0,45.0,17.0,7.0,5.0,0.8491,0.3778,0.4118,0.7143,0.0943
organic,mobile,2024-04-29,152,152.0,121.0,40.0,25.0,23.0,0.7961,0.3306,0.625,0.92,0.1513
organic,tablet,2024-04-29,20,20.0,18.0,3.0,2.0,2.0,0.9,0.1667,0.6667,1.0,0.1
paid,desktop,2024-04-29,46,46.0,39.0,16.0,5.0,4.0,0.8478,0.4103,0.3125,0.8,0.087
paid,mobile,2024-04-29,104,104.0,85.0,28.0,17.0,15.0,0.8173,0.3294,0.6071,0.8824,0.1442
paid,tablet,2024-04-29,6,6.0,6.0,1.0,1.0,1.0,1.0,0.1667,1.0,1.0,0.1667
referral,desktop,2024-04-29,16,16.0,12.0,5.0,2.0,1.0,0.75,0.4167,0.4,0.5,0.0625
referral,mobile,2024-04-29,24,24.0,17.0,5.0,2.0,2.0,0.7083,0.2941,0.4,1.0,0.0833
referral,tablet,2024-04-29,6,6.0,5.0,0.0,0.0,0.0,0.8333,0.0,,,0.0
email,desktop,2024-04-28,13,13.0,11.0,4.0,2.0,2.0,0.8462,0.3636,0.5,1.0,0.1538
email,mobile,2024-04-28,29,29.0,26.0,11.0,6.0,5.0,0.8966,0.4231,0.5455,0.8333,0.1724
email,tablet,2024-04-28,5,5.0,5.0,3.0,1.0,1.0,1.0,0.6,0.3333,1.0,0.2
organic,desktop,2024-04-28,52,52.0,43.0,15.0,10.0,10.0,0.8269,0.3488,0.6667,1.0,0.1923
organic,mobile,2024-04-28,154,154.0,123.0,43.0,22.0,19.0,0.7987,0.3496,0.5116,0.8636,0.1234
organic,tablet,2024-04-28,4,4.0,3.0,0.0,0.0,0.0,0.75,0.0,,,0.0
paid,desktop,2024-04-28,52,52.0,43.0,10.0,5.0,5.0,0.8269,0.2326,0.5,1.0,0.0962
paid,mobile,2024-04-28,106,106.0,87.0,37.0,17.0,15.0,0.8208,0.4253,0.4595,0.8824,0.1415
paid,tablet,2024-04-28,10,10.0,7.0,3.0,1.0,1.0,0.7,0.4286,0.3333,1.0,0.1
referral,desktop,2024-04-28,11,11.0,10.0,1.0,0.0,0.0,0.9091,0.1,0.0,,0.0
referral,mobile,2024-04-28,23,23.0,16.0,2.0,0.0,0.0,0.6957,0.125,0.0,,0.0
referral,tablet,2024-04-28,2,2.0,2.0,0.0,0.0,0.0,1.0,0.0,,,0.0
email,desktop,2024-04-27,20,20.0,19.0,4.0,3.0,3.0,0.95,0.2105,0.75,1.0,0.15
email,mobile,2024-04-27,30,30.0,23.0,4.0,4.0,4.0,0.7667,0.1739,1.0,1.0,0.1333
email,tablet,2024-04-27,8,8.0,7.0,2.0,1.0,1.0,0.875,0.2857,0.5,1.0,0.125
organic,desktop,2024-04-27,62,62.0,54.0,11.0,4.0,3.0,0.871,0.2037,0.3636,0.75,0.0484
organic,mobile,2024-04-27,133,133.0,112.0,41.0,18.0,17.0,0.8421,0.3661,0.439,0.9444,0.1278
organic,tablet,2024-04-27,13,13.0,11.0,5.0,2.0,2.0,0.8462,0.4545,0.4,1.0,0.1538
paid,desktop,2024-04-27,49,49.0,39.0,11.0,4.0,4.0,0.7959,0.2821,0.3636,1.0,0.0816
paid,mobile,2024-04-27,111,111.0,88.0,29.0,11.0,8.0,0.7928,0.3295,0.3793,0.7273,0.0721
paid,tablet,2024-04-27,11,11.0,10.0,3.0,0.0,0.0,0.9091,0.3,0.0,,0.0
referral,desktop,2024-04-27,14,14.0,10.0,3.0,3.0,3.0,0.7143,0.3,1.0,1.0,0.2143
referral,mobile,2024-04-27,31,31.0,28.0,8.0,3.0,3.0,0.9032,0.2857,0.375,1.0,0.0968
referral,tablet,2024-04-27,5,5.0,5.0,1.0,0.0,0.0,1.0,0.2,0.0,,0.0
email,desktop,2024-04-26,18,18.0,17.0,1.0,0.0,0.0,0.9444,0.0588,0.0,,0.0
email,mobile,2024-04-26,31,31.0,21.0,4.0,1.0,1.0,0.6774,0.1905,0.25,1.0,0.0323
email,tablet,2024-04-26,3,3.0,3.0,0.0,0.0,0.0,1.0,0.0,,,0.0
organic,desktop,2024-04-26,62,62.0,52.0,14.0,10.0,10.0,0.8387,0.2692,0.7143,1.0,0.1613
organic,mobile,2024-04-26,139,139.0,100.0,26.0,11.0,10.0,0.7194,0.26,0.4231,0.9091,0.0719
organic,tablet,2024-04-26,13,13.0,10.0,5.0,2.0,1.0,0.7692,0.5,0.4,0.5,0.0769
paid,desktop,2024-04-26,43,43.0,36.0,11.0,4.0,4.0,0.8372,0.3056,0.3636,1.0,0.093
paid,mobile,2024-04-26,103,103.0,86.0,24.0,15.0,15.0,0.835,0.2791,0.625,1.0,0.1456
paid,tablet,2024-04-26,11,11.0,8.0,3.0,2.0,0.0,0.7273,0.375,0.6667,0.0,0.0
referral,desktop,2024-04-26,9,9.0,7.0,3.0,1.0,1.0,0.7778,0.4286,0.3333,1.0,0.1111
referral,mobile,2024-04-26,35,35.0,30.0,11.0,1.0,1.0,0.8571,0.3667,0.0909,1.0,0.0286
referral,tablet,2024-04-26,2,2.0,2.0,1.0,0.0,0.0,1.0,0.5,0.0,,0.0
email,desktop,2024-04-25,11,11.0,8.0,5.0,3.0,3.0,0.7273,0.625,0.6,1.0,0.2727
email,mobile,2024-04-25,36,36.0,27.0,6.0,1.0,0.0,0.75,0.2222,0.1667,0.0,0.0
email,tablet,2024-04-25,4,4.0,2.0,0.0,0.0,0.0,0.5,0.0,,,0.0
organic,desktop,2024-04-25,71,71.0,53.0,16.0,8.0,7.0,0.7465,0.3019,0.5,0.875,0.0986
organic,mobile,2024-04-25,137,137.0,105.0,28.0,18.0,17.0,0.7664,0.2667,0.6429,0.9444,0.1241
organic,tablet,2024-04-25,10,10.0,8.0,2.0,1.0,1.0,0.8,0.25,0.5,1.0,0.1
paid,desktop,2024-04-25,56,56.0,45.0,17.0,9.0,8.0,0.8036,0.3778,0.5294,0.8889,0.1429
paid,mobile,2024-04-25,95,95.0,79.0,24.0,18.0,15.0,0.8316,0.3038,0.75,0.8333,0.1579
paid,tablet,2024-04-25,7,7.0,6.0,1.0,1.0,1.0,0.8571,0.1667,1.0,1.0,0.1429
referral,desktop,2024-04-25,12,12.0,12.0,2.0,0.0,0.0,1.0,0.1667,0.0,,0.0
referral,mobile,2024-04-25,28,28.0,23.0,9.0,6.0,4.0,0.8214,0.3913,0.6667,0.6667,0.1429
referral,tablet,2024-04-25,5,5.0,5.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,0.2
email,desktop,2024-04-24,17,17.0,15.0,3.0,0.0,0.0,0.8824,0.2,0.0,,0.0
email,mobile,2024-04-24,37,37.0,31.0,10.0,4.0,4.0,0.8378,0.3226,0.4,1.0,0.1081
email,tablet,2024-04-24,2,2.0,2.0,1.0,0.0,0.0,1.0,0.5,0.0,,0.0
organic,desktop,2024-04-24,58,58.0,39.0,13.0,9.0,8.0,0.6724,0.3333,0.6923,0.8889,0.1379
organic,mobile,2024-04-24,149,149.0,123.0,37.0,15.0,15.0,0.8255,0.3008,0.4054,1.0,0.1007
organic,tablet,2024-04-24,11,11.0,9.0,1.0,1.0,1.0,0.8182,0.1111,1.0,1.0,0.0909
paid,desktop,2024-04-24,55,55.0,46.0,12.0,7.0,7.0,0.8364,0.2609,0.5833,1.0,0.1273
paid,mobile,2024-04-24,111,111.0,89.0,31.0,14.0,13.0,0.8018,0.3483,0.4516,0.9286,0.1171
paid,tablet,2024-04-24,6,6.0,4.0,0.0,0.0,0.0,0.6667,0.0,,,0.0
referral,desktop,2024-04-24,6,6.0,6.0,2.0,0.0,0.0,1.0,0.3333,0.0,,0.0
referral,mobile,2024-04-24,24,24.0,21.0,8.0,1.0,1.0,0.875,0.381,0.125,1.0,0.0417
referral,tablet,2024-04-24,3,3.0,3.0,1.0,1.0,1.0,1.0,0.3333,1.0,1.0,0.3333
email,desktop,2024-04-23,16,16.0,16.0,7.0,2.0,2.0,1.0,0.4375,0.2857,1.0,0.125
email,mobile,2024-04-23,29,29.0,27.0,9.0,3.0,3.0,0.931,0.3333,0.3333,1.0,0.1034
email,tablet,2024-04-23,4,4.0,4.0,3.0,2.0,2.0,1.0,0.75,0.6667,1.0,0.5
organic,desktop,2024-04-23,69,69.0,59.0,16.0,12.0,12.0,0.8551,0.2712,0.75,1.0,0.1739
organic,mobile,2024-04-23,132,132.0,107.0,42.0,25.0,23.0,0.8106,0.3925,0.5952,0.92,0.1742
organic,tablet,2024-04-23,6,6.0,3.0,0.0,0.0,0.0,0.5,0.0,,,0.0
paid,desktop,2024-04-23,56,56.0,48.0,14.0,7.0,7.0,0.8571,0.2917,0.5,1.0,0.125
paid,mobile,2024-04-23,98,98.0,83.0,19.0,6.0,6.0,0.8469,0.2289,0.3158,1.0,0.0612
paid,tablet,2024-04-23,11,11.0,10.0,4.0,1.0,1.0,0.9091,0.4,0.25,1.0,0.0909
referral,desktop,2024-04-23,12,12.0,10.0,4.0,2.0,2.0,0.8333,0.4,0.5,1.0,0.1667
referral,mobile,2024-04-23,28,28.0,23.0,9.0,6.0,6.0,0.8214,0.3913,0.6667,1.0,0.2143
referral,tablet,2024-04-23,3,3.0,2.0,1.0,0.0,0.0,0.6667,0.5,0.0,,0.0
email,desktop,2024-04-22,13,13.0,10.0,2.0,1.0,1.0,0.7692,0.2,0.5,1.0,0.0769
email,mobile,2024-04-22,36,36.0,33.0,10.0,7.0,7.0,0.9167,0.303,0.7,1.0,0.1944
email,tablet,2024-04-22,2,2.0,1.0,0.0,0.0,0.0,0.5,0.0,,,0.0
organic,desktop,2024-04-22,66,66.0,55.0,18.0,10.0,9.0,0.8333,0.3273,0.5556,0.9,0.1364
organic,mobile,2024-04-22,153,153.0,126.0,38.0,20.0,19.0,0.8235,0.3016,0.5263,0.95,0.1242
organic,tablet,2024-04-22,14,14.0,12.0,3.0,2.0,2.0,0.8571,0.25,0.6667,1.0,0.1429
paid,desktop,2024-04-22,49,49.0,41.0,7.0,4.0,4.0,0.8367,0.1707,0.5714,1.0,0.0816
paid,mobile,2024-04-22,119,119.0,94.0,22.0,13.0,12.0,0.7899,0.234,0.5909,0.9231,0.1008
paid,tablet,2024-04-22,12,12.0,10.0,4.0,2.0,1.0,0.8333,0.4,0.5,0.5,0.0833
